"job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","reskilling_urgency_score","year_category","risk_bracket"
"Financial Analyst","Transportation","Brazil",2025,39.76,44.98,66.35,86867.87,-10.35,2.38,92.78,95.74,"2",38.914,"Future","Medium Risk"
"Software Engineer","Retail","Germany",2022,28.64,30.34,9.05,35574.36,1.62,2.61,51.31,65.54,"2",14.657,"Past","Low Risk"
"Accountant","Energy","Brazil",2022,48.82,42.84,81.43,55703.43,4.34,-6.7,88.23,86.62,"2",45.259,"Past","Medium Risk"
"Accountant","Finance","USA",2020,40.69,43.71,82.53,55950.24,16.33,-7.86,85.55,33.6,"2",45.934,"Past","Medium Risk"
"Customer Support Rep","Manufacturing","USA",2024,68.49,56.4,93.25,137519.61,-4.14,9.95,62.31,17.98,"1",56.613,"Present","High Risk"
"HR Manager","Technology","USA",2021,11.43,9.8,84.18,119243.67,-5.24,19.48,12.41,31.78,"4",31.398,"Past","Low Risk"
"Teacher","Education","Brazil",2022,41.86,39.49,50.13,103474.71,11.25,6.9,52.7,73.13,"5",35.158,"Past","Medium Risk"
"Software Engineer","Finance","Canada",2020,62.66,65.19,40.87,99097.61,5.18,-3.53,13.37,45.25,"3",38.879,"Past","Medium Risk"
"Teacher","Education","USA",2021,48.22,46.34,48.29,51086.08,-1.07,-2.95,94.04,17.98,"3",34.096,"Past","Medium Risk"
"Truck Driver","Energy","USA",2025,44.82,51.62,26.75,76285.13,-9.25,9.23,60.27,43.02,"5",28.728,"Future","Medium Risk"
"Software Engineer","Education","USA",2021,6.6,6.42,24.82,133015.99,8.9,-5.63,71.62,19.32,"4",12.756,"Past","Low Risk"
"Marketing Specialist","Technology","Canada",2023,48.9,55.58,10.04,103265.2,-5.16,-1.57,68.35,63.81,"2",24.12,"Present","Medium Risk"
"Teacher","Finance","India",2024,56.52,57.49,78.39,107808.9,-2.19,3.43,10.92,0.7,"2",46.782,"Present","Medium Risk"
"Financial Analyst","Transportation","Canada",2024,17.44,16.98,0.59,75919.51,-4.41,8.29,80.91,19,"5",8.476,"Present","Low Risk"
"Customer Support Rep","Transportation","UK",2023,40.97,36.77,32.38,90131.79,10.79,12.06,11.94,14.55,"5",29.339,"Present","Medium Risk"
"Teacher","Finance","Singapore",2025,62.38,69.18,94.44,64936.34,3.9,-9.51,17.09,72.52,"2",54.454,"Future","Medium Risk"
"Teacher","Energy","Japan",2020,43.47,47.13,15.86,85779.64,-3.91,-16.14,60.22,68.46,"4",23.319,"Past","Medium Risk"
"Truck Driver","Education","UK",2024,85.68,76.52,42.69,43575.29,-11.08,-10.31,49.72,92.69,"4",50.403,"Present","High Risk"
"Marketing Specialist","Retail","UK",2025,73.69,60.99,41.39,68406.61,13.05,-2.24,27.75,75.58,"4",45.808,"Future","High Risk"
"Marketing Specialist","Finance","Australia",2026,74.2,79.95,41.15,37516.21,3.08,-0.68,20.22,41.43,"3",42.949,"Future","High Risk"
"Financial Analyst","Energy","Brazil",2024,71.01,72.03,33.68,57711.13,-20.44,10.12,96.3,1.35,"1",44.64,"Present","High Risk"
"HR Manager","Finance","UK",2022,76.17,67.37,57.42,61645.89,5.7,14.1,31.09,56.49,"3",49.404,"Past","High Risk"
"Accountant","Energy","Japan",2020,73.6,65.48,81.38,125156.61,-4.27,3.92,25.02,47.4,"3",55.135,"Past","High Risk"
"Software Engineer","Energy","Australia",2022,32.94,27.75,28.68,75341.91,-15.19,11.95,71.71,94.47,"1",26.337,"Past","Low Risk"
"Mechanical Engineer","Transportation","UK",2022,17.71,16.15,54.68,70926.87,-4.07,11.22,89.46,83.26,"3",24.709,"Past","Low Risk"
"Financial Analyst","Finance","Brazil",2025,21.77,18.23,67.69,77913.97,1.87,3.79,17.98,83.1,"5",29.576,"Future","Low Risk"
"Financial Analyst","Transportation","Japan",2024,49.29,41.84,37.51,94123.68,-1.35,3.81,34.56,56.11,"5",31.374,"Present","Medium Risk"
"Mechanical Engineer","Technology","India",2021,64.04,75.87,14.84,31027.1,8,12.37,17.59,81.13,"5",32.468,"Past","Medium Risk"
"Data Analyst","Manufacturing","Brazil",2023,17.47,19.52,31.85,120065.06,-21.13,8.11,85.95,48.28,"1",22.882,"Present","Low Risk"
"Truck Driver","Retail","India",2022,51.76,44.47,28.31,149283.62,-4.36,13.03,65.62,99.79,"2",30.505,"Past","Medium Risk"
"Software Engineer","Finance","Germany",2022,48.24,45.13,4.05,125912.81,-7.35,0.57,20.38,10.71,"5",22.716,"Past","Medium Risk"
"Financial Analyst","Retail","Germany",2024,17.98,18.09,76.36,137125.46,-6.2,7.85,95.24,0.57,"2",31.96,"Present","Low Risk"
"Financial Analyst","Finance","Canada",2020,62.66,74.75,89.43,115932.55,11.01,9.17,26.35,63.99,"3",55.196,"Past","Medium Risk"
"Teacher","Healthcare","Canada",2023,10.93,12.28,41.27,60953.58,3.27,9.15,55.47,39.91,"5",17.734,"Present","Low Risk"
"Teacher","Manufacturing","Australia",2026,51.37,52.3,88.69,146770.92,14.41,-0.21,80.19,17,"4",51.478,"Future","Medium Risk"
"Accountant","Manufacturing","Singapore",2025,67.33,78.43,75.13,111715.13,5.98,-7.25,66.78,37.51,"2",51.265,"Future","High Risk"
"Truck Driver","Manufacturing","Germany",2020,32.9,32.03,92.08,123755.19,-11.32,-0.43,51.45,75.8,"5",44.18,"Past","Low Risk"
"Marketing Specialist","Technology","Germany",2022,57.97,66.85,31.15,89333.43,8.37,-2.43,47.8,42.83,"3",35.044,"Past","Medium Risk"
"HR Manager","Retail","Singapore",2025,67.03,73.19,47.18,75190.61,3.64,6.55,48.21,3.9,"5",42.058,"Future","High Risk"
"HR Manager","Manufacturing","UK",2026,71.52,61.97,90.15,129545.31,9.47,9.37,33.38,85.58,"1",58.494,"Future","High Risk"
"Software Engineer","Education","Canada",2024,39.31,34.24,25.46,124782.23,2.33,4.97,52.88,25.21,"4",24.061,"Present","Medium Risk"
"Financial Analyst","Transportation","India",2023,14.18,15.12,0.5,130321.06,10.92,-7.46,54.98,65.72,"4",9.098,"Present","Low Risk"
"Customer Support Rep","Technology","Japan",2024,28.72,25.24,89.33,80104.35,-14.96,27.77,91.97,19.95,"1",42.775,"Present","Low Risk"
"Marketing Specialist","Finance","Brazil",2026,68.72,56.63,85.73,138350.85,-6.82,13.87,20.27,50.09,"3",55.253,"Future","High Risk"
"Teacher","Energy","Singapore",2020,56.61,63.84,50.59,95598.69,-6.34,-13.55,67.56,9.5,"4",39.723,"Past","Medium Risk"
"Software Engineer","Education","India",2020,61.24,56.74,18.51,100982.04,-4.09,-3.66,87.57,78.94,"1",31.276,"Past","Medium Risk"
"Customer Support Rep","Education","Singapore",2025,44.67,43.24,50.77,98041.79,3.2,-13.74,79.59,68.6,"2",34.059,"Future","Medium Risk"
"Mechanical Engineer","Energy","Singapore",2021,76.57,68.56,67.82,143962.95,1.36,-3.88,98.6,6.14,"1",51.382,"Past","High Risk"
"Software Engineer","Technology","UK",2024,25.41,21.19,58.58,132327.22,-7.41,-1.47,57.71,35.54,"1",29.961,"Present","Low Risk"
"Mechanical Engineer","Energy","Australia",2022,67.83,57.9,91.45,127288.8,30.31,0.53,17.27,79.98,"1",63.66,"Past","High Risk"
"Software Engineer","Technology","Canada",2022,5.34,5.65,11.39,82042.38,-10.98,-13.05,61.97,14.04,"3",8.847,"Past","Low Risk"
"Data Analyst","Education","Singapore",2026,15.61,13.15,65.3,36356.13,0.93,5.31,90.03,32.62,"4",26.113,"Future","Low Risk"
"Customer Support Rep","Technology","Australia",2025,40.03,47.4,44.38,72288.29,-7.98,11.46,26.11,32.22,"4",31.72,"Future","Medium Risk"
"Accountant","Energy","Australia",2023,73.93,76.58,77.5,116268.04,1.19,7.81,21.27,20.21,"2",53.179,"Present","High Risk"
"Accountant","Technology","UK",2020,59.2,52.45,82.67,135559.98,-17.97,-8.07,20.87,93.78,"4",53.872,"Past","Medium Risk"
"Mechanical Engineer","Healthcare","Brazil",2021,44.1,47.77,15.77,94746,4.85,18.74,44.19,61.49,"5",23.826,"Past","Medium Risk"
"Software Engineer","Education","Germany",2023,69.69,74.78,50.31,132645.27,-25.27,-10.4,60.17,32.04,"1",50.55,"Present","High Risk"
"Data Analyst","Manufacturing","Japan",2025,5,4.76,73.04,88507.52,-2.95,8.29,29.99,64.43,"4",24.797,"Future","Low Risk"
"Software Engineer","Energy","UK",2020,57.29,61.77,44.4,135989.87,9.37,9.91,91.35,52.99,"2",39.047,"Past","Medium Risk"
"Accountant","Retail","Brazil",2024,51.18,54.6,97.23,126718.89,-0.74,0.12,88.18,3.64,"2",49.863,"Present","Medium Risk"
"Accountant","Manufacturing","Japan",2023,54.12,63.75,31.19,116658.91,10.37,-8.96,94.28,36.9,"3",34.116,"Present","Medium Risk"
"Teacher","Energy","Japan",2024,77.21,73.57,39.19,121704.36,-14.04,-6.35,26.7,8.9,"3",46.853,"Present","High Risk"
"Teacher","Transportation","Brazil",2022,68.64,67.98,65.1,87361.82,-12.71,-12.49,17.15,67.39,"2",50.799,"Past","High Risk"
"Accountant","Retail","India",2026,45.86,37.9,62.85,55155.27,1.96,1.42,72.73,52.17,"3",37.787,"Future","Medium Risk"
"Financial Analyst","Retail","UK",2023,15.98,14.65,16.13,148015.99,6.72,-1.63,85.95,70.15,"5",13.247,"Present","Low Risk"
"Marketing Specialist","Technology","Japan",2023,40.33,45.02,67.71,149240.23,-13.2,2.43,15.98,62.41,"3",40.405,"Present","Medium Risk"
"Truck Driver","Retail","Singapore",2026,90.42,100.76,73.23,92111.7,-5.71,-3.09,35.39,66.5,"3",59.85,"Future","High Risk"
"Financial Analyst","Education","Japan",2024,69.94,59.79,3.33,91379.83,-16.53,3.57,79.02,16.93,"3",33.934,"Present","High Risk"
"Teacher","Retail","Australia",2020,67.68,77.68,31.12,52008.72,2.51,-3.89,98.37,44.72,"5",37.161,"Past","High Risk"
"Accountant","Retail","UK",2023,28.45,32.18,71.33,38864.65,-7.33,-8.83,29.49,88.29,"5",34.978,"Present","Low Risk"
"Customer Support Rep","Retail","Singapore",2024,38.09,42.56,74.14,31455.85,0.87,-13.04,29.73,81.8,"2",37.739,"Present","Medium Risk"
"Marketing Specialist","Education","India",2023,19.42,16.83,58.84,32822.42,0.13,7.19,68.65,25.27,"3",25.459,"Present","Low Risk"
"Accountant","Healthcare","Brazil",2023,76.82,71.73,12.78,84590.48,25.31,6.26,53.6,23.27,"2",42.155,"Present","High Risk"
"Mechanical Engineer","Finance","India",2024,21.92,26,31.73,36997.5,-16.36,5.3,73.58,37.79,"4",23.195,"Present","Low Risk"
"Truck Driver","Transportation","Germany",2022,90.34,88.01,67.64,131911.16,1.62,15.98,82.32,24.78,"1",56.914,"Past","High Risk"
"HR Manager","Retail","Brazil",2023,52.17,42.43,33.38,71496.55,-0.76,15.72,76.66,47.11,"4",31.11,"Present","Medium Risk"
"Truck Driver","Retail","Japan",2023,46.98,55.23,62.46,106925.15,-13.62,4.62,85.14,73.85,"2",41.616,"Present","Medium Risk"
"Marketing Specialist","Energy","India",2020,36.72,43.14,34.39,34675.78,-7.5,-8.64,83.82,78.76,"2",27.255,"Past","Medium Risk"
"Data Analyst","Energy","UK",2023,30.27,32.7,22.83,136875.18,-1.46,-1.31,82.84,51.07,"4",19.395,"Present","Low Risk"
"Marketing Specialist","Transportation","USA",2026,66.96,58.02,25.19,77872.13,-1.56,24.14,31.94,28.38,"4",34.809,"Future","Medium Risk"
"Financial Analyst","Transportation","Japan",2025,56.49,54.7,3.13,145930.67,11.05,11.34,67.89,71.39,"3",26.85,"Future","Medium Risk"
"Accountant","Technology","Australia",2025,12.75,12.18,93.54,144835.11,10.29,6.11,71.9,17.15,"1",36.249,"Future","Low Risk"
"Mechanical Engineer","Energy","Brazil",2022,69.09,66.35,21.73,147258.11,-9.68,10.68,88.35,82.47,"4",37.059,"Past","High Risk"
"Accountant","Healthcare","India",2023,17.21,14.64,22.37,137969.92,5.01,7.81,86.03,53.29,"2",15.098,"Present","Low Risk"
"HR Manager","Transportation","Australia",2020,13.57,14.76,61.7,57865.79,2.21,10.02,82.22,77.61,"5",24.601,"Past","Low Risk"
"Teacher","Education","India",2022,18.89,17.22,76.14,100028.59,-2.07,-5.13,31.53,74.73,"2",31.019,"Past","Low Risk"
"Data Analyst","Healthcare","India",2022,9.63,10.07,2.81,112917.79,-2.88,4.88,98.02,27.03,"1",5.559,"Past","Low Risk"
"Customer Support Rep","Healthcare","Brazil",2025,25.33,29.03,6.66,134930.2,-2.96,7.33,20.18,74.24,"4",13.018,"Future","Low Risk"
"Marketing Specialist","Technology","Brazil",2025,64.96,61.74,87.64,53812.24,-13.72,22.96,40.03,53.75,"4",56.392,"Future","Medium Risk"
"Financial Analyst","Transportation","Australia",2026,31.19,27.74,54.05,93293.05,5.32,15.96,40.11,68.76,"1",30.287,"Future","Low Risk"
"HR Manager","Transportation","Singapore",2026,18.16,15.85,58.63,96825.44,22.17,9.99,23.88,80.12,"1",31.504,"Future","Low Risk"
"Data Analyst","Energy","USA",2026,61.28,61.8,68.48,128361.01,-8.44,24.36,71.49,93.08,"3",47.588,"Future","Medium Risk"
"Marketing Specialist","Manufacturing","Singapore",2023,30.06,33.68,99.74,121546.17,-7.33,1.33,59.01,11.63,"1",44.145,"Present","Low Risk"
"Data Analyst","Education","Australia",2025,32.32,30.2,47.57,67781.23,-2.14,16.72,19.44,64.58,"2",27.841,"Future","Low Risk"
"Accountant","Transportation","Canada",2020,64.49,62.55,60.56,83538.65,4.2,-7.96,73.12,24.92,"2",45.224,"Past","Medium Risk"
"HR Manager","Transportation","Australia",2022,59.68,68.27,91.71,50703.2,1.16,3.96,71.62,12.98,"2",51.733,"Past","Medium Risk"
"Marketing Specialist","Education","Japan",2024,44.66,49.3,19.91,139248.37,2.62,15.26,80,14.87,"4",24.623,"Present","Medium Risk"
"Customer Support Rep","Education","India",2023,42.37,47.02,44.44,51722.03,8.55,-9.69,13.7,14.83,"5",32.845,"Present","Medium Risk"
"Customer Support Rep","Healthcare","USA",2026,39.18,45.25,88.77,55494.37,-16.96,16.91,14.53,15.34,"2",47.391,"Future","Medium Risk"
"Accountant","Energy","India",2020,10.37,12.38,64.97,45913.84,7.03,19.61,28.64,49.31,"2",25.748,"Past","Low Risk"
"Data Analyst","Technology","USA",2021,42.74,40.38,95.86,41367.32,-5.59,1.22,44.83,16.84,"1",47.531,"Past","Medium Risk"
"HR Manager","Technology","USA",2025,45.31,49.54,75.56,66377.85,-24.93,4.9,28.83,12.4,"5",48.271,"Future","Medium Risk"
"HR Manager","Energy","Australia",2026,74.46,60.48,46.99,54579.18,-4,-4.56,38.45,46.18,"3",45.081,"Future","High Risk"
"Mechanical Engineer","Energy","Japan",2021,44.52,44.6,13.19,50486.98,-5.69,2.61,85,9.77,"3",23.472,"Past","Medium Risk"
"Customer Support Rep","Healthcare","Brazil",2021,40.98,43.23,93.03,46165.03,-17.75,-0.33,53.21,43.82,"2",49.626,"Past","Medium Risk"
"Marketing Specialist","Finance","Germany",2021,50.43,41.21,82.9,33969.18,12.91,7.98,20.38,68.18,"1",48.915,"Past","Medium Risk"
"Financial Analyst","Manufacturing","Singapore",2023,24.73,21.75,4.46,74194.42,3.22,11.19,61.18,81.86,"5",12.196,"Present","Low Risk"
"HR Manager","Manufacturing","Australia",2024,68.49,71.05,31.03,135666.19,-10.43,0.21,60.34,8.44,"5",39.834,"Present","High Risk"
"Software Engineer","Retail","Singapore",2024,14.77,16.82,41.73,88628.68,-5.7,36.37,29.61,91.61,"5",20.137,"Present","Low Risk"
"Truck Driver","Manufacturing","UK",2024,72.54,76.92,83.67,111193.16,-3.44,-3.13,43.62,67.21,"4",55.149,"Present","High Risk"
"Mechanical Engineer","Retail","Australia",2023,59.36,60.7,39.98,135150.81,12.78,7.17,93.44,42.29,"2",39.572,"Present","Medium Risk"
"Truck Driver","Finance","Germany",2023,45.35,43.03,8.27,72047.43,-14.56,5.31,26.02,31.7,"1",24.989,"Present","Medium Risk"
"Accountant","Retail","Canada",2023,17.05,17,63.55,100603.74,7.02,0.72,19.87,0.16,"5",27.991,"Present","Low Risk"
"Financial Analyst","Retail","Australia",2024,19.41,21.15,78.86,121968.52,7.87,1.31,90.05,82.01,"5",33.783,"Present","Low Risk"
"Marketing Specialist","Technology","USA",2023,61.59,70,65.83,145696.6,-10.72,9.16,26.44,43.06,"4",47.601,"Present","Medium Risk"
"Software Engineer","Retail","Japan",2024,50.36,43.12,19.48,39260.78,-4.82,-0.73,60.27,38.84,"2",27.434,"Present","Medium Risk"
"Software Engineer","Transportation","UK",2026,6.57,5.67,51.99,45827.13,-4.69,7.65,27.12,87.6,"4",19.632,"Future","Low Risk"
"HR Manager","Transportation","Australia",2024,47.35,56.62,15.25,39294,-13.73,17.07,44.57,70.02,"5",27.634,"Present","Medium Risk"
"Marketing Specialist","Energy","UK",2022,53.17,50.1,69,71111.17,11.65,3.42,20.64,43.24,"3",45.463,"Past","Medium Risk"
"HR Manager","Transportation","Germany",2020,16.43,13.4,96.61,97503.7,3.62,11.12,76.12,94.27,"2",36.641,"Past","Low Risk"
"Financial Analyst","Retail","UK",2025,78.39,92.31,48.32,135233.95,28.21,9.49,84.16,83.01,"1",54.315,"Future","High Risk"
"Marketing Specialist","Healthcare","Japan",2022,67.67,76.56,42.7,93657.86,-2.44,-11.47,96.46,81.66,"5",40.61,"Past","High Risk"
"Customer Support Rep","Technology","Brazil",2020,50.39,53.07,25.34,54856.66,-12.12,1.96,59.93,42.48,"1",31.394,"Past","Medium Risk"
"Accountant","Healthcare","USA",2021,19.67,21.25,72.1,136852.65,-9.42,12.07,69.67,97.63,"1",32.324,"Past","Low Risk"
"Mechanical Engineer","Finance","UK",2025,69.67,67.83,69.61,31945.91,-4.85,-8.51,46.97,87.84,"5",50.206,"Future","High Risk"
"Mechanical Engineer","Finance","Germany",2023,79.24,77.8,39.02,45765.74,-5.35,1.05,41.18,74.73,"5",45.007,"Present","High Risk"
"HR Manager","Technology","Australia",2022,11.53,13.25,72.27,74233.22,-9.85,5.64,80.11,78.16,"1",29.248,"Past","Low Risk"
"Teacher","Education","UK",2021,36.47,32.98,58.46,68728.56,10.49,15.07,98.06,35.27,"4",35.273,"Past","Medium Risk"
"Software Engineer","Technology","Brazil",2026,5,5.77,0.95,83700.51,-5.62,-10.23,25.7,67.45,"4",3.971,"Future","Low Risk"
"Truck Driver","Energy","Australia",2020,64.31,61.85,66.45,40013.16,-1.45,16.32,65.42,27.67,"5",46.094,"Past","Medium Risk"
"Software Engineer","Technology","Germany",2021,68.05,66.72,18.59,49080.42,9.19,-2.49,37.72,8.23,"2",35.554,"Past","High Risk"
"Teacher","Technology","Japan",2021,41.29,36.57,92.09,74757.31,-5.27,-13.85,12.58,53.1,"3",45.724,"Past","Medium Risk"
"Truck Driver","Retail","Germany",2021,94.07,88.17,93.51,44619.32,-11.87,8.23,89.13,72.49,"4",69.242,"Past","High Risk"
"Truck Driver","Retail","Brazil",2022,86.25,92.89,67.25,93429.39,14.73,7.37,61.55,43.28,"4",59.094,"Past","High Risk"
"HR Manager","Manufacturing","India",2026,59.53,70.58,90.96,69047.23,4.72,3.83,30.96,12.78,"1",52.516,"Future","Medium Risk"
"Customer Support Rep","Healthcare","Germany",2021,58.35,57.09,54.78,33835.41,5.92,-0.75,42.43,91.66,"5",41.55,"Past","Medium Risk"
"Mechanical Engineer","Retail","Germany",2023,49.82,40.28,97.82,68044.97,7.34,2.66,89.02,68.5,"4",51.476,"Present","Medium Risk"
"Truck Driver","Manufacturing","USA",2025,25.72,20.61,17.82,121503.36,-4.8,10.84,17.08,42.68,"3",17.074,"Future","Low Risk"
"Financial Analyst","Education","Brazil",2021,75.02,75.76,73.29,115023.13,0.32,8.82,40.01,78.82,"1",52.091,"Past","High Risk"
"Marketing Specialist","Transportation","Canada",2026,59.18,65.9,30,99976.17,-5.49,-1.17,43.23,71.05,"3",34.319,"Future","Medium Risk"
"Marketing Specialist","Transportation","Brazil",2021,31.31,29.17,79.91,139599.06,-3.74,9.03,51.2,70.32,"2",37.619,"Past","Low Risk"
"HR Manager","Manufacturing","India",2021,59.85,57.38,42.05,99278.85,-5.18,7.16,68.02,51.23,"1",38.109,"Past","Medium Risk"
"Accountant","Education","Australia",2024,12.66,10.43,19.94,72669.61,-7.74,15.9,78.71,49.78,"5",13.368,"Present","Low Risk"
"Marketing Specialist","Manufacturing","UK",2025,24.65,27.38,72.22,34322.94,8.63,17.03,43.79,62.94,"2",34.115,"Future","Low Risk"
"Software Engineer","Energy","Brazil",2020,10.61,10.98,17.27,43540.43,-2.96,2.66,21.14,88.33,"3",10.313,"Past","Low Risk"
"Data Analyst","Healthcare","Australia",2023,62.94,68.83,78.23,73209.41,13.34,6.86,54.02,73.7,"1",52.647,"Present","Medium Risk"
"Teacher","Energy","USA",2023,39.64,37.2,84.69,69918.55,-9.81,4.39,55.89,60.57,"4",44.206,"Present","Medium Risk"
"Marketing Specialist","Healthcare","Canada",2022,37.35,39.54,44.13,81154.84,10.84,2.67,75.49,45.67,"3",31.431,"Past","Medium Risk"
"HR Manager","Energy","Australia",2025,54.71,61.79,45.6,131317.39,3.49,-7.12,42.41,9.93,"5",36.611,"Future","Medium Risk"
"Truck Driver","Finance","India",2021,87.42,87.06,54.05,92105.01,23.01,16.45,88.44,94.77,"1",58.086,"Past","High Risk"
"Mechanical Engineer","Transportation","Brazil",2026,53.36,50.71,51.5,114348.42,-16.95,7.06,64.63,88.88,"4",41.879,"Future","Medium Risk"
"Customer Support Rep","Finance","USA",2021,32.46,26.89,97.51,126398.71,-4.05,4.25,94.03,79.42,"3",43.452,"Past","Low Risk"
"Accountant","Transportation","Canada",2022,52.52,58.66,62.84,110851.94,-1.94,13.4,57.53,78.11,"5",40.442,"Past","Medium Risk"
"Teacher","Manufacturing","Canada",2023,28.96,30.14,34.99,36091.71,-10.23,6.32,58.84,73.39,"5",25.15,"Present","Low Risk"
"HR Manager","Education","Brazil",2021,54.25,59.65,49.14,118578.89,-6.69,12.83,87.08,93.63,"1",38.449,"Past","Medium Risk"
"Software Engineer","Technology","Germany",2026,51.19,60.84,6.47,48022.05,-15.68,10.97,50.96,38.63,"3",27.121,"Future","Medium Risk"
"Financial Analyst","Education","Brazil",2025,23.18,23.97,20.26,78861.88,7.11,16.36,68.46,50.02,"4",17.483,"Future","Low Risk"
"Accountant","Transportation","Germany",2025,23.21,22.7,46.98,54347.25,3.23,29.98,39.44,20.73,"2",24.347,"Future","Low Risk"
"Truck Driver","Education","USA",2026,34.97,40.29,93.91,128271.82,4.78,5.97,52.06,4.47,"2",43.595,"Future","Medium Risk"
"Truck Driver","Finance","UK",2023,51.15,44.58,69.15,65516.31,7.42,4.48,99.33,53.5,"3",43.431,"Present","Medium Risk"
"Accountant","Finance","USA",2021,29.28,28.57,87.53,58574.37,9.52,5.72,71.68,3.55,"2",40.827,"Past","Low Risk"
"Financial Analyst","Energy","UK",2026,65.11,57.06,12.68,97486.14,-18,-0.38,62.98,74.32,"5",35.248,"Future","Medium Risk"
"Financial Analyst","Technology","Japan",2021,44.53,49.67,41.86,89861.41,-19.14,9.61,42.71,51.15,"4",36.112,"Past","Medium Risk"
"Teacher","Retail","Japan",2020,71.83,73.28,10.87,117716.14,-24.9,9.05,72.22,16.68,"4",39.463,"Past","High Risk"
"Marketing Specialist","Education","USA",2025,64.97,70.6,18.54,131566.46,5.86,-5.14,43.11,75.57,"1",33.308,"Future","Medium Risk"
"Marketing Specialist","Transportation","Canada",2021,14.06,12.65,47.05,115760.57,4.95,6.26,60.31,30.18,"2",21.224,"Past","Low Risk"
